Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/primes?limit=800,1905,161,3600.0,3650.7750144867555,1101.8427500966936,12995.4076949507,31.080839895013124,8.138114221275883,0.6877881310369645,3600,4100,4300,4500,5300,6300,8900,10000,13000,13000,13000
,Aggregated,1905,161,3600.0,3650.7750144867555,1101.8427500966936,12995.4076949507,31.080839895013124,8.138114221275883,0.6877881310369645,3600,4100,4300,4500,5300,6300,8900,10000,13000,13000,13000
