Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/primes?limit=800,460,30,2300.0,2446.61631488302,802.18236008659,5065.659373998642,31.73913043478261,2.0655647374237462,0.13471074374502692,2300,2900,3200,3700,4000,4100,4400,4600,5100,5100,5100
,Aggregated,460,30,2300.0,2446.61631488302,802.18236008659,5065.659373998642,31.73913043478261,2.0655647374237462,0.13471074374502692,2300,2900,3200,3700,4000,4100,4400,4600,5100,5100,5100
