Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/primes?limit=800,405,87,3900.0,15669.126733517229,91.58886200748384,68276.96070703678,26.360493827160493,1.755611859498315,0.3771314364848232,3900,17000,21000,25000,55000,63000,63000,65000,68000,68000,68000
,Aggregated,405,87,3900.0,15669.126733517229,91.58886200748384,68276.96070703678,26.360493827160493,1.755611859498315,0.3771314364848232,3900,17000,21000,25000,55000,63000,63000,65000,68000,68000,68000
