Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/primes?limit=800,268,20,14000.0,12567.989876946442,83.78773205913603,67377.73917289451,30.996268656716417,1.1734794247841212,0.0875730914018001,14000,15000,18000,21000,26000,32000,47000,60000,67000,67000,67000
,Aggregated,268,20,14000.0,12567.989876946442,83.78773205913603,67377.73917289451,30.996268656716417,1.1734794247841212,0.0875730914018001,14000,15000,18000,21000,26000,32000,47000,60000,67000,67000,67000
