Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/primes?limit=800,959,156,15000.0,13891.192689866248,2.3316231090575457,69499.86183084548,28.020855057351408,4.086234557854001,0.6647055172317249,15000,17000,19000,22000,28000,47000,61000,62000,69000,69000,69000
,Aggregated,959,156,15000.0,13891.192689866248,2.3316231090575457,69499.86183084548,28.020855057351408,4.086234557854001,0.6647055172317249,15000,17000,19000,22000,28000,47000,61000,62000,69000,69000,69000
