Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/primes?limit=800,3309,219,2500.0,3028.8090158229843,95.64354084432125,20071.136018028483,31.60501662133575,13.998373742199554,0.9264562857484745,2500,3100,3600,4100,5300,6000,12000,16000,20000,20000,20000
,Aggregated,3309,219,2500.0,3028.8090158229843,95.64354084432125,20071.136018028483,31.60501662133575,13.998373742199554,0.9264562857484745,2500,3100,3600,4100,5300,6000,12000,16000,20000,20000,20000
