Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/primes?limit=800,1872,0,4300.0,4561.950645197838,912.1877041179687,9498.434107052162,33.410790598290596,7.999544365254114,0.0,4300,5400,6100,6500,7200,7800,8100,8200,9400,9500,9500
,Aggregated,1872,0,4300.0,4561.950645197838,912.1877041179687,9498.434107052162,33.410790598290596,7.999544365254114,0.0,4300,5400,6100,6500,7200,7800,8100,8200,9400,9500,9500
