Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/primes?limit=800,202,21,14000.0,20942.71233247819,91.68350603431463,75601.84958693571,29.722772277227723,0.8875909129312264,0.09227430282948393,14000,16000,18000,19000,46000,63000,75000,76000,76000,76000,76000
,Aggregated,202,21,14000.0,20942.71233247819,91.68350603431463,75601.84958693571,29.722772277227723,0.8875909129312264,0.09227430282948393,14000,16000,18000,19000,46000,63000,75000,76000,76000,76000,76000
