Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/primes?limit=800,920,0,4600.0,4551.320233835039,991.6343830991536,10899.85091611743,33.43369565217391,4.051133745372417,0.0,4700,5400,6400,6800,8000,8300,8700,10000,11000,11000,11000
,Aggregated,920,0,4600.0,4551.320233835039,991.6343830991536,10899.85091611743,33.43369565217391,4.051133745372417,0.0,4700,5400,6400,6800,8000,8300,8700,10000,11000,11000,11000
