Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/primes?limit=800,1680,0,2400.0,2402.1543113212656,598.59086596407,4600.934711983427,33.87738095238095,7.158099091570543,0.0,2400,2700,2900,3100,3600,3800,4000,4200,4600,4600,4600
,Aggregated,1680,0,2400.0,2402.1543113212656,598.59086596407,4600.934711983427,33.87738095238095,7.158099091570543,0.0,2400,2700,2900,3100,3600,3800,4000,4200,4600,4600,4600
