Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/primes?limit=800,690,0,1500.0,1522.2295880779975,951.8056421075016,3326.471383916214,33.93768115942029,3.0989770212902,0.0,1500,1600,1700,1700,1800,1900,2800,2900,3300,3300,3300
,Aggregated,690,0,1500.0,1522.2295880779975,951.8056421075016,3326.471383916214,33.93768115942029,3.0989770212902,0.0,1500,1600,1700,1700,1800,1900,2800,2900,3300,3300,3300
