Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/primes?limit=800,1045,110,2300.0,11430.547559770208,90.59044998139143,92642.21737510525,30.038277511961724,4.454713258191787,0.4689171850728197,2300,3900,6600,19000,46000,61000,65000,65000,77000,93000,93000
,Aggregated,1045,110,2300.0,11430.547559770208,90.59044998139143,92642.21737510525,30.038277511961724,4.454713258191787,0.4689171850728197,2300,3900,6600,19000,46000,61000,65000,65000,77000,93000,93000
