Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/primes?limit=800,1985,174,2000.0,10770.348171855652,2.2943748626857996,75096.9979451038,30.75617128463476,8.392339289010318,0.7356508998930958,2000,6800,13000,15000,37000,56000,61000,63000,68000,75000,75000
,Aggregated,1985,174,2000.0,10770.348171855652,2.2943748626857996,75096.9979451038,30.75617128463476,8.392339289010318,0.7356508998930958,2000,6800,13000,15000,37000,56000,61000,63000,68000,75000,75000
