Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/primes?limit=800,1463,148,2900.0,10034.019902550952,91.63446817547083,75701.00671797991,30.203007518796994,6.250629214198619,0.6323261269319177,2900,5700,10000,15000,29000,59000,62000,63000,67000,76000,76000
,Aggregated,1463,148,2900.0,10034.019902550952,91.63446817547083,75701.00671797991,30.203007518796994,6.250629214198619,0.6323261269319177,2900,5700,10000,15000,29000,59000,62000,63000,67000,76000,76000
